Customer ID,Name,Age,Gender,Address,Contact Number,Email ID,Income Level,Occupation,FD ID,Bank Name,Deposit Date,Maturity Date,Principal Amount,Interest Rate (%),Compounding Frequency,Maturity Amount,Tenure (Years),Penalty on Premature Withdrawal (%),Auto Renewal,Deposit Mode,Withdrawal Status,Premature Withdrawal Date,Penalty Amount,TDS Deducted,Nominee Name,Nominee Relation,Branch Code,Remarks,Customer Type
c1a0e839-643a-4134-870b-2b871bfec8ad,Kyle White,51,Female,"699 Steven Port
North Adamland, VT 55336",001-275-258-6574,brittanydavenport@hotmail.com,Low,Self-Employed,110c8c15-ce5b-4827-911e-f8c192d09a06,Bank C,2020-02-21,2022-02-21,631212,7.2,Annually,725378.73,2,3,Yes,Cash,Matured,,4711,63121.2,Drew Fischer,Child,CLTIGBZV,N/A,General Citizen
6ad0a6f7-4a40-4a86-b723-d6838e3bcb55,Amber Hopkins,57,Male,"305 Donna Stream
East Ashley, WA 04256",001-845-465-0155,gloveranthony@hunter.org,High,Self-Employed,a0b24100-7f93-41aa-ba7e-119be560416f,Bank C,2020-11-06,2023-11-06,712027,7.8,Quarterly,891975.13,3,3,Yes,Cash,Active,,1876,0,Michael Roberson,Spouse,UJVXGBZH,N/A,Senior Citizen
94af2cbd-4c89-4889-a888-f00ad1ffe684,Angela Carrillo,53,Male,"08579 Edwards Isle Apt. 949
Welchton, OK 69592",619-517-8781x16413,taylorangela@gmail.com,Low,Retired,1d78c7b3-ebc6-407b-a8ed-cddae4718693,Bank C,2021-12-22,2026-12-22,162204,7.2,Monthly,229633.63,5,1,Yes,Cheque,Withdrawn,,0,16220.4,Christopher Thornton,Sibling,HBEIGBYR,Priority Customer,General Citizen
d250a3be-0091-499e-aeca-f2fc1fb5e2ec,Mr. Jeremy Craig,31,Male,"9059 Gomez Expressway
South Danielland, CA 73964",353-168-4664,paul84@castillo-may.com,High,Salaried,7976d1d0-9837-4d36-b7ae-898d5d26b6b2,Bank B,2022-05-11,2023-05-11,907807,7.2,Quarterly,973169.1,1,1,No,Cash,Active,2022-10-06,0,90780.7,Stacey Roy,Sibling,ETRCGBJU,Priority Customer,General Citizen
cada8e55-67f7-4696-913e-3c20806950f5,Sue Hartman,53,Male,"9312 Jesse Mountains
East Nicole, KS 82109",0848392529,pjones@turner.biz,High,Salaried,047326f2-826c-49b5-a414-60309a4368d1,Bank A,2024-04-22,2027-04-22,938708,7.2,Quarterly,1156418.09,3,3,No,Cheque,Withdrawn,,4857,0,Jerry Lucero,Friend,UWIMGBWY,Priority Customer,General Citizen
fc7b8285-61e2-4048-be83-6d94f0d045e3,Shelley Cruz,33,Male,"3646 Strong Prairie
Buckleyburgh, VA 89391",001-262-205-8909x51169,jill65@armstrong-wilson.com,Low,Retired,58605d1e-47e8-49a7-8289-ab7b9a55efd0,Bank B,2024-07-25,2026-07-25,256252,7.2,Annually,294480.7,2,1,No,Cash,Matured,2020-12-13,4063,0,Mr. Eric Sanford Jr.,Sibling,GQDIGBIQ,Priority Customer,General Citizen
30671367-69cd-4826-b446-97fcb5b6e889,Stephen Davis,43,Other,"8198 Hannah Manor Apt. 475
Briantown, NM 88188",(679)417-1240,stephaniemiranda@gmail.com,Low,Unemployed,145a9e3b-fa2e-4dac-b9e1-7a90ac0f6eb0,Bank B,2020-01-29,2025-01-29,914501,7.2,Annually,1294667.1,5,2,Yes,Online Transfer,Withdrawn,,0,91450.1,Christopher Barajas,Child,LLSLGBNN,N/A,General Citizen
0e694a2a-e87d-470f-b7fb-d8e5e853e452,Paula Blanchard,72,Female,"98318 Lucas Harbors
New James, NM 50700",+1-492-461-1441x0200,cburton@hotmail.com,High,Unemployed,f2686fca-2d3e-40e2-8acc-329039b5e4a0,Bank D,2021-05-04,2026-05-04,368973,7.8,Quarterly,537141.11,5,2,No,Online Transfer,Matured,,2189,36897.3,Kelsey Huff,Friend,HCMQGBO7,Regular Customer,Senior Citizen
2fec8116-558e-47e3-b936-5a3bbbcb7cf2,Valerie Mckinney,55,Female,"688 Anthony Trace Suite 517
Smithburgh, WY 81994",632-728-7457x4201,rachel81@rubio-white.com,Medium,Salaried,90d06d30-255b-452a-912e-d3c6fa1031ae,Bank C,2021-09-07,2031-09-07,976153,7.8,Monthly,2068738.05,10,1,No,Cash,Active,,0,0,Gary Taylor,Sibling,UXHGGBLT,N/A,Senior Citizen
94f39fff-7ad0-40e2-8aeb-358081701c2c,Jonathan Reed,27,Male,"4228 Laura Vista Apt. 072
New Timothy, TN 50530",679.412.3360,laurabarnes@williams-hood.com,Medium,Unemployed,9788df33-7a52-4879-887c-5c7398d299ce,Bank A,2021-10-13,2024-10-13,83963,7.2,Monthly,103436.14,3,1,Yes,Cash,Withdrawn,2022-01-06,0,0,Christine Sims,Friend,LFQAGBXM,N/A,General Citizen
fba4a295-4f26-48eb-928b-240bbe84c49a,Sierra Bates,46,Female,"71740 Mary Garden Suite 903
South Mike, FL 85003",912-121-6781,whitepaul@gmail.com,High,Self-Employed,1bc9ad01-520a-4887-8ca3-6459e0dfa2aa,Bank B,2023-02-03,2025-02-03,919153,7.2,Annually,1056275.92,2,3,No,Cash,Matured,2021-04-28,0,0,Allison Watson,Child,CHMHGB8I,N/A,General Citizen
97ddf45b-6235-445d-ac9c-63505d717e46,Brian Wilson,62,Male,"3792 Ann Square
Samanthaton, MA 39875",(138)811-1124,michelle28@edwards.com,Medium,Self-Employed,477d3632-9fd6-4753-b9cb-d531a86436f2,Bank B,2020-03-04,2021-03-04,54736,7.8,Quarterly,59005.41,1,2,No,Cash,Withdrawn,,21,5473.6,Jeremy Roy,Sibling,NTPSGBY4,N/A,Senior Citizen
a2b84fd9-1494-4b66-9aa3-fb5a974dc37c,James Wilson,56,Other,"7217 Wright Mall
Port Lindsey, AZ 94985",001-565-358-9615,qsmith@yahoo.com,High,Salaried,be6067aa-fbe0-4741-b78d-34b1da75e7e1,Bank A,2021-12-05,2024-12-05,813777,7.8,Annually,1019440.06,3,1,No,Cash,Withdrawn,,3487,0,Gary Murphy,Parent,POBIGBBV,Priority Customer,Senior Citizen
d6388bdf-2589-4cde-9c89-7af1ccc3b74e,William Brown DVM,63,Male,"19494 Gonzalez Summit Apt. 524
Dunlapside, CT 53502",(627)388-1563x1873,fsantos@yahoo.com,Medium,Unemployed,c441f01c-aed2-4827-a54d-f1c4a5fc3de6,Bank D,2023-05-26,2024-05-26,260970,7.8,Quarterly,281325.66,1,1,Yes,Cash,Matured,2020-04-22,0,0,Jordan Hunter,Sibling,SACLGB1P,N/A,Senior Citizen
39e08744-149f-486a-a7f3-d72db5804106,Melissa Chandler,64,Female,"7673 Sims Heights Suite 078
Port Nicoleton, GA 82516",173-456-2933x326,yvaughn@sanchez.biz,High,Unemployed,64632f9b-93cf-405b-bb11-f2ecdfb1cf44,Bank A,2024-12-04,2034-12-04,119952,7.8,Quarterly,254211.45,10,2,No,Cheque,Active,2024-12-16,3705,0,Amy Smith,Friend,KSALGBBY,Priority Customer,Senior Citizen
48d153bf-8922-4df0-85b4-fe9336e07517,Gregory Cooper,71,Male,"Unit 6351 Box 2347
DPO AP 53707",(067)817-5433,michaelpena@burns.com,Low,Salaried,c6f53280-91ce-4c2f-a5c4-155e3c88a9ee,Bank D,2020-12-23,2025-12-23,610703,7.8,Annually,889045.23,5,3,No,Online Transfer,Withdrawn,,0,61070.3,Robert Adams,Child,VOYNGBA5,Priority Customer,Senior Citizen
4c1020c1-aa07-4a97-97f7-886fb8d80268,Mrs. Susan Kennedy,73,Female,"383 Melissa Spurs
New Edward, NV 33644",(976)572-2449x2131,deanna05@yahoo.com,Low,Salaried,b98dfe32-4251-4a9a-ad1c-a09bd720c54f,Bank C,2024-10-09,2025-10-09,744896,7.8,Monthly,802997.89,1,3,No,Cheque,Matured,2024-05-16,3752,0,Kevin Ramirez,Sibling,PXFEGBU3,N/A,Senior Citizen
e456660a-0914-4483-8e62-e2cd24ccbf9b,Catherine Campbell,75,Male,"307 Charles Mall
Cookview, MS 06673",001-283-005-7695x1866,james09@brown.com,Medium,Retired,d40cac43-e45d-4db6-af3f-87ea6b21fc15,Bank B,2021-04-15,2023-04-15,354657,7.8,Quarterly,412141.23,2,1,No,Cheque,Active,2021-03-01,0,35465.7,Ryan Delacruz,Parent,HICZGBGR,N/A,Senior Citizen
f16a3060-7138-4d50-a328-f7c6fe97bda2,Erin Johnson,35,Female,"05557 Gonzalez Pine Suite 064
East Brandon, OK 18271",(572)118-4861x9738,lhenry@gmail.com,Low,Retired,bdab1ace-76a1-48d5-afcc-5c42df98881d,Bank A,2021-10-27,2026-10-27,349558,7.2,Quarterly,494872.33,5,3,No,Cash,Withdrawn,,0,0,Justin Gregory,Friend,FLZHGB7C,Regular Customer,General Citizen
aa23ee0a-7cf6-47c1-9e97-792e5a523b2c,Jessica Cole,50,Female,"51085 Richmond Lock
East Sheri, MN 28070",+1-030-410-1828x1874,muellerdenise@nguyen.info,High,Salaried,3390b1d4-2a9d-4627-8887-aa30ca4ac8fd,Bank B,2021-06-20,2031-06-20,304445,7.2,Quarterly,610178.22,10,2,No,Cash,Withdrawn,,0,0,Kimberly Kidd,Friend,ZVSVGB9S,N/A,General Citizen
01195b9b-c98a-4221-b1eb-689d1ec37292,Ashley Perez,75,Male,"916 Hughes Oval Suite 152
Lawsonmouth, AK 39665",+1-236-170-0356,xmartinez@gmail.com,High,Unemployed,b9f841c3-dd0d-4764-aa8a-9793e2af6a70,Bank B,2020-02-20,2030-02-20,547034,7.8,Annually,1159316.26,10,1,No,Cash,Withdrawn,,4222,0,Hailey Cooper,Friend,AMPQGBIX,N/A,Senior Citizen
70ea1256-b15d-4ea9-9138-bd9c2e93fe46,Martha Anderson,62,Other,"91780 Lopez Lane Suite 818
Delgadostad, NE 73917",9937544509,william19@vazquez.info,High,Unemployed,6aa2e5f5-2b77-4b6d-89d6-f9cd2623eb48,Bank B,2021-01-10,2022-01-10,323313,7.8,Annually,348531.41,1,1,No,Cheque,Active,2021-01-26,3036,0,Luis Jennings,Spouse,HPTTGBPV,Priority Customer,Senior Citizen
37c8c5f2-93b2-412b-a101-9fc1c3a4a4f4,Ryan Turner,45,Other,"33567 Patrick Garden
Austinborough, NC 74119",6594809179,ann67@turner.com,Medium,Retired,c701821a-97a4-4b69-b220-7082d9861e4d,Bank D,2020-05-09,2023-05-09,806709,7.2,Quarterly,993805.18,3,2,No,Cash,Active,,0,0,Miss Rhonda Johnson,Friend,CUEKGBJ5,N/A,General Citizen
4837c2e6-3fa0-45ee-a504-d4ae782f3602,Kevin Gregory,27,Other,"USNS Smith
FPO AA 66631",(057)347-7905x9282,matthewbrown@yahoo.com,High,Unemployed,ff9552a2-85d5-48a2-a108-315becca44f4,Bank A,2022-05-10,2025-05-10,839415,7.2,Annually,1034096.53,3,3,No,Cheque,Withdrawn,,44,0,Frances Meyer MD,Parent,MUHBGBVV,Priority Customer,General Citizen
b1270bd9-3c16-4990-bb1d-fe84014934d2,Breanna Woodard,66,Male,"95583 Cheryl Overpass Apt. 195
Vincentton, VA 83410",4563559355,ryanandrea@jones.com,Low,Retired,738a7774-799d-43af-a5de-95f1bb25b495,Bank B,2022-01-08,2024-01-08,628776,7.8,Annually,730690.53,2,2,Yes,Cash,Withdrawn,,0,62877.6,Willie Hill,Friend,JVZZGB3C,Priority Customer,Senior Citizen
00b1d6e4-4846-4cbe-8770-185363b3fa4f,Melissa Jones,54,Male,"233 Christopher Squares Apt. 679
Luceromouth, CA 04279",553-915-4721x1110,riveradavid@miles-jimenez.com,High,Unemployed,0b44b134-fa88-4ef8-95fb-907094a854e0,Bank A,2021-11-09,2026-11-09,325736,7.2,Monthly,461147.32,5,3,Yes,Cheque,Active,,0,0,Allison Parker,Friend,FXFZGB2P,N/A,General Citizen
86495a32-8a72-40e8-998b-50853d8e998c,Mark Peck,68,Male,"4653 Martinez Hill Suite 651
New Cindy, DC 88346",001-866-827-2268,keithsmith@hotmail.com,High,Unemployed,e7c45e72-a7af-49bd-bd5c-e37d93e3f5f6,Bank D,2022-09-18,2025-09-18,485652,7.8,Monthly,608389.16,3,1,Yes,Cash,Active,2020-08-01,0,0,Robert Stein,Friend,NCEYGBYD,Regular Customer,Senior Citizen
8f0559ab-5374-4778-8136-fd4072e4f81a,Joshua Benjamin,39,Female,"463 Miller Crossroad Apt. 749
Julieview, UT 32566",997.927.3931,jill15@mclaughlin.com,Medium,Salaried,aa5a2d2f-44f7-4985-80ea-340410b0a7de,Bank C,2021-07-08,2031-07-08,993056,7.2,Annually,1990313.98,10,2,Yes,Cheque,Withdrawn,,0,99305.6,Natalie Matthews,Friend,UJBTGBJ3,N/A,General Citizen
858fee51-b00f-4435-b2b7-50087b04ca81,Shelly Thomas,47,Male,"6606 Richards Path Suite 836
Hendersonburgh, KS 31340",001-949-673-6462x37104,garyhayes@yahoo.com,High,Unemployed,ae3b3e69-1dcf-4a29-8d3d-001e8e5e4191,Bank B,2020-01-27,2022-01-27,519152,7.2,Quarterly,596601.17,2,1,Yes,Online Transfer,Active,,0,0,Sarah Tyler,Friend,WEFEGBDL,Regular Customer,General Citizen
d992f839-7219-43ce-bb7f-40580c541ec6,Shannon Cabrera,22,Male,"272 Valdez Crescent
Port April, RI 17053",(987)514-9337x81925,anthonybailey@haynes-anderson.net,Low,Unemployed,bf56a994-a091-4e26-a34d-6ab0f338508f,Bank C,2020-11-04,2023-11-04,598292,7.2,Quarterly,737051.02,3,1,Yes,Cheque,Matured,,823,0,Cassandra Fowler,Friend,XLBKGBM6,N/A,General Citizen
0caf3b9a-9afe-4d2f-b20d-1c126022dd49,Pamela Ellis,58,Female,"57929 Tara Manors Apt. 787
New Darin, NH 31377",897-472-1999x13978,gmora@burnett.com,Medium,Unemployed,26a907d1-3acd-402c-87ce-8a73319b2dd8,Bank C,2021-12-23,2022-12-23,164641,7.8,Annually,177483,1,3,No,Cheque,Withdrawn,2021-09-30,492,0,Christopher Miranda,Parent,AQJQGB21,N/A,Senior Citizen
713a389f-3532-4ad5-b175-52737806b388,Erin Flores,44,Other,"238 Choi Road Suite 475
Grantberg, TX 33517",+1-716-812-9253,stephenskristen@mcgee-roberts.net,High,Salaried,5bb4b6c1-205f-4c6b-a35f-205c4f325b5b,Bank D,2022-06-22,2032-06-22,17118,7.2,Monthly,34308.43,10,2,Yes,Online Transfer,Withdrawn,,0,0,Kathleen Hawkins,Spouse,TUAZGBMI,Regular Customer,General Citizen
e5c0e175-840f-416d-b9b6-bdc177e46b28,Brittany George,34,Other,"93645 Ryan Mews Suite 850
Lake Johnstad, HI 44311",(602)616-8498x249,vwest@myers-clark.com,Low,Unemployed,e37fdf1b-0c0f-441e-8940-ce4b50fbf9ca,Bank C,2020-02-07,2023-02-07,909979,7.2,Quarterly,1121026.11,3,3,No,Cheque,Matured,,0,0,Mr. Sean Smith,Child,QDATGB9E,Priority Customer,General Citizen
ac8a5e34-bbee-4114-bd41-82ef6afee676,Ryan Collins,62,Other,"Unit 6922 Box 0159
DPO AE 60200",525.081.2510x9844,morrischristopher@hawkins.com,Medium,Retired,20962a7c-2df1-4f4e-bddd-8042e8a3048c,Bank A,2020-09-28,2025-09-28,916013,7.8,Monthly,1333507.43,5,2,No,Cash,Withdrawn,,0,91601.3,Kyle Pena,Child,FAZRGBR6,Regular Customer,Senior Citizen
b57403f6-dba6-443d-82d7-1f3040e214ef,Michele Fowler,45,Male,"691 Potter Lane
New Randy, ME 24603",9592665021,stevenbrandt@hotmail.com,High,Salaried,cb683180-59b1-416a-9db3-432c7da460c1,Bank D,2020-08-25,2025-08-25,667870,7.2,Annually,945509.43,5,2,Yes,Cash,Withdrawn,,3786,66787,Tracy Webb,Friend,MQLHGBTI,Regular Customer,General Citizen
4863f8e2-7c20-486f-bc2f-96531499b8b8,William Hoffman,70,Male,"3229 Ashley Curve Suite 591
North Melinda, WY 26486",(407)097-5521x614,hoodbetty@gmail.com,Low,Self-Employed,28b86eb9-0817-4f0d-a067-cf8192e83294,Bank C,2020-02-07,2022-02-07,606159,7.8,Quarterly,704407.68,2,1,Yes,Cheque,Active,,0,0,Andrew Huff,Child,PFDMGBLF,Regular Customer,Senior Citizen
ba5d0ac7-61d5-4114-a9ad-34215c77d74d,Stephanie Moreno DDS,77,Other,"2712 Mathews Island
Seanfurt, NV 04729",001-317-503-0464x336,mcampbell@hernandez.biz,Low,Self-Employed,f0e445e2-8a18-4ff6-9739-fc47d6a8a3d2,Bank D,2023-09-12,2033-09-12,780187,7.8,Quarterly,1653431.92,10,3,Yes,Cheque,Withdrawn,2024-07-11,4053,0,John Woods,Spouse,AMNXGB2M,Priority Customer,Senior Citizen
7ccec975-3e7d-40ad-9133-6f7cd356d1bd,Krystal Burnett,74,Female,"7579 Dougherty Cliff
Johnberg, KY 67315",001-381-172-3700x28447,dmartin@newton.com,High,Salaried,ed5ad3c1-4e31-410b-af7f-66f6daaaf630,Bank C,2022-06-10,2027-06-10,106600,7.8,Monthly,155185.45,5,1,Yes,Online Transfer,Withdrawn,,1569,10660,Jennifer Lucero,Friend,BFMHGBH7,Regular Customer,Senior Citizen
90e2d2b5-1f58-4310-8298-76805b43c88a,Keith Lee II,51,Male,"1385 Elizabeth Camp Apt. 741
Jessicaberg, MT 11673",001-443-789-7068x1635,shall@combs.com,High,Salaried,0a869a5f-1b1c-402a-b14f-7ff96f9b78e9,Bank B,2020-07-28,2021-07-28,942896,7.2,Quarterly,1010784.51,1,1,No,Cheque,Matured,,4748,94289.6,Aaron Garcia,Spouse,AZOYGB6C,Priority Customer,General Citizen
